Date,Sample.ID,Chamber.ID,SDR,Meas.Temp,Plate,Dilution,Alkalinity.Measured,Alkalinity.Estimated,Days.Exposure,Type,Salinity,Run,Volume,Org.Number,Notes
20230712,P1_100_5,A1,583,23,1,100,1862.56,3200,13,Sample,35,1,0.00008,5,
20230712,P2_100_5,B1,583,23,2,100,1862.56,3200,13,Sample,35,1,0.00008,5,
20230712,P4_50_5,C1,583,23,4,50,2395.25,2675,13,Sample,35,1,0.00008,5,
20230712,P6_25_5,D1,583,23,6,25,2617.11,2412.5,13,Sample,35,1,0.00008,5,
20230712,P1_75_5,A2,583,23,1,75,1948.59,2937.5,13,Sample,35,1,0.00008,5,
20230712,P2_50_5,B2,583,23,2,50,2395.25,2675,13,Sample,35,1,0.00008,5,
20230712,P3_25_5,C2,583,23,3,25,2617.11,2412.5,13,Sample,35,1,0.00008,5,
20230712,P6_0_5,D2,583,23,6,0,2345.77,2150,13,Sample,35,1,0.00008,5,
20230712,P1_50_5,A3,583,23,1,50,2395.25,2675,13,Sample,35,1,0.00008,5,
20230712,P2_25_5,B3,583,23,2,25,2617.11,2412.5,13,Sample,35,1,0.00008,5,
20230712,P3_0_5,C3,583,23,3,0,2345.77,2150,13,Sample,35,1,0.00008,5,
20230712,Blank,D3,583,23,NA,Blank,,,13,Blank,35,1,0.00008,NA,
20230712,P1_25_4,A4,583,23,1,25,2617.11,2412.5,13,Sample,35,1,0.00008,4,
20230712,P2_0_5,B4,583,23,2,0,2345.77,2150,13,Sample,35,1,0.00008,5,
20230712,Blank,C4,583,23,NA,Blank,,,13,Blank,35,1,0.00008,NA,
20230712,P6_100_5,D4,583,23,6,100,1862.56,3200,13,Sample,35,1,0.00008,5,
20230712,P1_0_5,A5,583,23,1,0,2345.77,2150,13,Sample,35,1,0.00008,5,
20230712,Blank,B5,583,23,NA,Blank,,,13,Blank,35,1,0.00008,NA,
20230712,P4_100_5,C5,583,23,4,100,1862.56,3200,13,Sample,35,1,0.00008,5,
20230712,P6_75_5,D5,583,23,6,75,1948.59,2937.5,13,Sample,35,1,0.00008,5,
20230712,Blank,A6,583,23,NA,Blank,,,13,Blank,35,1,0.00008,NA,
20230712,P2_75_5,B6,583,23,2,75,1948.59,2937.5,13,Sample,35,1,0.00008,5,
20230712,P3_75_5,C6,583,23,3,75,1948.59,2937.5,13,Sample,35,1,0.00008,5,
20230712,P6_50_5,D6,583,23,6,50,2395.25,2675,13,Sample,35,1,0.00008,5,
20230712,P1_100_3,A1,1173,23,1,100,1862.56,3200,13,Sample,35,2,0.00008,3,
20230712,P2_100_3,B1,1173,23,2,100,1862.56,3200,13,Sample,35,2,0.00008,3,
20230712,P4_50_2,C1,1173,23,4,50,2395.25,2675,13,Sample,35,2,0.00008,2,
20230712,P6_25_3,D1,1173,23,6,25,2617.11,2412.5,13,Sample,35,2,0.00008,3,
20230712,P1_75_2,A2,1173,23,1,75,1948.59,2937.5,13,Sample,35,2,0.00008,2,
20230712,P2_50_2,B2,1173,23,2,50,2395.25,2675,13,Sample,35,2,0.00008,2,
20230712,P3_25_3,C2,1173,23,3,25,2617.11,2412.5,13,Sample,35,2,0.00008,3,
20230712,P6_0_3,D2,1173,23,6,0,2345.77,2150,13,Sample,35,2,0.00008,3,
20230712,P1_50_3,A3,1173,23,1,50,2395.25,2675,13,Sample,35,2,0.00008,3,
20230712,P2_25_2,B3,1173,23,2,25,2617.11,2412.5,13,Sample,35,2,0.00008,2,
20230712,P3_0_3,C3,1173,23,3,0,2345.77,2150,13,Sample,35,2,0.00008,3,
20230712,Blank,D3,1173,23,NA,Blank,,,13,Blank,35,2,0.00008,NA,
20230712,P1_25_2,A4,1173,23,1,25,2617.11,2412.5,13,Sample,35,2,0.00008,2,
20230712,P2_0_3,B4,1173,23,2,0,2345.77,2150,13,Sample,35,2,0.00008,3,
20230712,Blank,C4,1173,23,NA,Blank,,,13,Blank,35,2,0.00008,NA,
20230712,P6_100_3,D4,1173,23,6,100,1862.56,3200,13,Sample,35,2,0.00008,3,
20230712,P1_0_3,A5,1173,23,1,0,2345.77,2150,13,Sample,35,2,0.00008,3,
20230712,Blank,B5,1173,23,NA,Blank,,,13,Blank,35,2,0.00008,NA,
20230712,P4_100_3,C5,1173,23,4,100,1862.56,3200,13,Sample,35,2,0.00008,3,
20230712,P6_75_2,D5,1173,23,6,75,1948.59,2937.5,13,Sample,35,2,0.00008,2,
20230712,Blank,A6,1173,23,NA,Blank,,,13,Blank,35,2,0.00008,NA,
20230712,P2_75_2,B6,1173,23,2,75,1948.59,2937.5,13,Sample,35,2,0.00008,2,
20230712,P3_75_3,C6,1173,23,3,75,1948.59,2937.5,13,Sample,35,2,0.00008,3,
20230712,P6_50_2,D6,1173,23,6,50,2395.25,2675,13,Sample,35,2,0.00008,2,
20230712,P1_100_5,A1,583,23,1,100,1862.56,3200,13,Sample,35,3,0.00008,5,
20230712,P2_100_5,B1,583,23,2,100,1862.56,3200,13,Sample,35,3,0.00008,5,
20230712,P4_50_5,C1,583,23,4,50,2395.25,2675,13,Sample,35,3,0.00008,5,
20230712,P6_25_5,D1,583,23,6,25,2617.11,2412.5,13,Sample,35,3,0.00008,5,
20230712,P1_75_5,A2,583,23,1,75,1948.59,2937.5,13,Sample,35,3,0.00008,5,
20230712,P2_50_5,B2,583,23,2,50,2395.25,2675,13,Sample,35,3,0.00008,5,
20230712,P3_25_5,C2,583,23,3,25,2617.11,2412.5,13,Sample,35,3,0.00008,5,
20230712,P6_0_5,D2,583,23,6,0,2345.77,2150,13,Sample,35,3,0.00008,5,
20230712,P1_50_5,A3,583,23,1,50,2395.25,2675,13,Sample,35,3,0.00008,5,
20230712,P2_25_5,B3,583,23,2,25,2617.11,2412.5,13,Sample,35,3,0.00008,5,
20230712,P3_0_5,C3,583,23,3,0,2345.77,2150,13,Sample,35,3,0.00008,5,
20230712,Blank,D3,583,23,NA,Blank,,,13,Blank,35,3,0.00008,NA,
20230712,P1_25_4,A4,583,23,1,25,2617.11,2412.5,13,Sample,35,3,0.00008,4,
20230712,P2_0_5,B4,583,23,2,0,2345.77,2150,13,Sample,35,3,0.00008,5,
20230712,Blank,C4,583,23,NA,Blank,,,13,Blank,35,3,0.00008,NA,
20230712,P6_100_5,D4,583,23,6,100,1862.56,3200,13,Sample,35,3,0.00008,5,
20230712,P1_0_5,A5,583,23,1,0,2345.77,2150,13,Sample,35,3,0.00008,5,
20230712,Blank,B5,583,23,NA,Blank,,,13,Blank,35,3,0.00008,NA,
20230712,P4_100_5,C5,583,23,4,100,1862.56,3200,13,Sample,35,3,0.00008,5,
20230712,P6_75_5,D5,583,23,6,75,1948.59,2937.5,13,Sample,35,3,0.00008,5,
20230712,Blank,A6,583,23,NA,Blank,,,13,Blank,35,3,0.00008,NA,
20230712,P2_75_5,B6,583,23,2,75,1948.59,2937.5,13,Sample,35,3,0.00008,5,
20230712,P3_75_5,C6,583,23,3,75,1948.59,2937.5,13,Sample,35,3,0.00008,5,
20230712,P6_50_5,D6,583,23,6,50,2395.25,2675,13,Sample,35,3,0.00008,5,
20230712,P1_100_3,A1,1173,23,1,100,1862.56,3200,13,Sample,35,4,0.00008,3,
20230712,P2_100_3,B1,1173,23,2,100,1862.56,3200,13,Sample,35,4,0.00008,3,
20230712,P4_50_2,C1,1173,23,4,50,2395.25,2675,13,Sample,35,4,0.00008,2,
20230712,P6_25_3,D1,1173,23,6,25,2617.11,2412.5,13,Sample,35,4,0.00008,3,
20230712,P1_75_2,A2,1173,23,1,75,1948.59,2937.5,13,Sample,35,4,0.00008,2,
20230712,P2_50_2,B2,1173,23,2,50,2395.25,2675,13,Sample,35,4,0.00008,2,
20230712,P3_25_3,C2,1173,23,3,25,2617.11,2412.5,13,Sample,35,4,0.00008,3,
20230712,P6_0_3,D2,1173,23,6,0,2345.77,2150,13,Sample,35,4,0.00008,3,
20230712,P1_50_3,A3,1173,23,1,50,2395.25,2675,13,Sample,35,4,0.00008,3,
20230712,P2_25_2,B3,1173,23,2,25,2617.11,2412.5,13,Sample,35,4,0.00008,2,
20230712,P3_0_3,C3,1173,23,3,0,2345.77,2150,13,Sample,35,4,0.00008,3,
20230712,Blank,D3,1173,23,NA,Blank,,,13,Blank,35,4,0.00008,NA,
20230712,P1_25_2,A4,1173,23,1,25,2617.11,2412.5,13,Sample,35,4,0.00008,2,
20230712,P2_0_3,B4,1173,23,2,0,2345.77,2150,13,Sample,35,4,0.00008,3,
20230712,Blank,C4,1173,23,NA,Blank,,,13,Blank,35,4,0.00008,NA,
20230712,P6_100_3,D4,1173,23,6,100,1862.56,3200,13,Sample,35,4,0.00008,3,
20230712,P1_0_3,A5,1173,23,1,0,2345.77,2150,13,Sample,35,4,0.00008,3,
20230712,Blank,B5,1173,23,NA,Blank,,,13,Blank,35,4,0.00008,NA,
20230712,P4_100_3,C5,1173,23,4,100,1862.56,3200,13,Sample,35,4,0.00008,3,
20230712,P6_75_2,D5,1173,23,6,75,1948.59,2937.5,13,Sample,35,4,0.00008,2,
20230712,Blank,A6,1173,23,NA,Blank,,,13,Blank,35,4,0.00008,NA,
20230712,P2_75_2,B6,1173,23,2,75,1948.59,2937.5,13,Sample,35,4,0.00008,2,
20230712,P3_75_3,C6,1173,23,3,75,1948.59,2937.5,13,Sample,35,4,0.00008,3,
20230712,P6_50_2,D6,1173,23,6,50,2395.25,2675,13,Sample,35,4,0.00008,2,
20230712,P1_100_5,A1,583,23,1,100,1862.56,3200,13,Sample,35,5,0.00008,5,
20230712,P2_100_5,B1,583,23,2,100,1862.56,3200,13,Sample,35,5,0.00008,5,
20230712,P4_50_5,C1,583,23,4,50,2395.25,2675,13,Sample,35,5,0.00008,5,
20230712,P6_25_5,D1,583,23,6,25,2617.11,2412.5,13,Sample,35,5,0.00008,5,
20230712,P1_75_5,A2,583,23,1,75,1948.59,2937.5,13,Sample,35,5,0.00008,5,
20230712,P2_50_5,B2,583,23,2,50,2395.25,2675,13,Sample,35,5,0.00008,5,
20230712,P3_25_5,C2,583,23,3,25,2617.11,2412.5,13,Sample,35,5,0.00008,5,
20230712,P6_0_5,D2,583,23,6,0,2345.77,2150,13,Sample,35,5,0.00008,5,
20230712,P1_50_5,A3,583,23,1,50,2395.25,2675,13,Sample,35,5,0.00008,5,
20230712,P2_25_5,B3,583,23,2,25,2617.11,2412.5,13,Sample,35,5,0.00008,5,
20230712,P3_0_5,C3,583,23,3,0,2345.77,2150,13,Sample,35,5,0.00008,5,
20230712,Blank,D3,583,23,NA,Blank,,,13,Blank,35,5,0.00008,NA,
20230712,P1_25_4,A4,583,23,1,25,2617.11,2412.5,13,Sample,35,5,0.00008,4,
20230712,P2_0_5,B4,583,23,2,0,2345.77,2150,13,Sample,35,5,0.00008,5,
20230712,Blank,C4,583,23,NA,Blank,,,13,Blank,35,5,0.00008,NA,
20230712,P6_100_5,D4,583,23,6,100,1862.56,3200,13,Sample,35,5,0.00008,5,
20230712,P1_0_5,A5,583,23,1,0,2345.77,2150,13,Sample,35,5,0.00008,5,
20230712,Blank,B5,583,23,NA,Blank,,,13,Blank,35,5,0.00008,NA,
20230712,P4_100_5,C5,583,23,4,100,1862.56,3200,13,Sample,35,5,0.00008,5,
20230712,P6_75_5,D5,583,23,6,75,1948.59,2937.5,13,Sample,35,5,0.00008,5,
20230712,Blank,A6,583,23,NA,Blank,,,13,Blank,35,5,0.00008,NA,
20230712,P2_75_5,B6,583,23,2,75,1948.59,2937.5,13,Sample,35,5,0.00008,5,
20230712,P3_75_5,C6,583,23,3,75,1948.59,2937.5,13,Sample,35,5,0.00008,5,
20230712,P6_50_5,D6,583,23,6,50,2395.25,2675,13,Sample,35,5,0.00008,5,
20230712,P1_100_3,A1,1173,23,1,100,1862.56,3200,13,Sample,35,6,0.00008,3,
20230712,P2_100_3,B1,1173,23,2,100,1862.56,3200,13,Sample,35,6,0.00008,3,
20230712,P4_50_2,C1,1173,23,4,50,2395.25,2675,13,Sample,35,6,0.00008,2,
20230712,P6_25_3,D1,1173,23,6,25,2617.11,2412.5,13,Sample,35,6,0.00008,3,
20230712,P1_75_2,A2,1173,23,1,75,1948.59,2937.5,13,Sample,35,6,0.00008,2,
20230712,P2_50_2,B2,1173,23,2,50,2395.25,2675,13,Sample,35,6,0.00008,2,
20230712,P3_25_3,C2,1173,23,3,25,2617.11,2412.5,13,Sample,35,6,0.00008,3,
20230712,P6_0_3,D2,1173,23,6,0,2345.77,2150,13,Sample,35,6,0.00008,3,
20230712,P1_50_3,A3,1173,23,1,50,2395.25,2675,13,Sample,35,6,0.00008,3,
20230712,P2_25_2,B3,1173,23,2,25,2617.11,2412.5,13,Sample,35,6,0.00008,2,
20230712,P3_0_3,C3,1173,23,3,0,2345.77,2150,13,Sample,35,6,0.00008,3,
20230712,Blank,D3,1173,23,NA,Blank,,,13,Blank,35,6,0.00008,NA,
20230712,P1_25_2,A4,1173,23,1,25,2617.11,2412.5,13,Sample,35,6,0.00008,2,
20230712,P2_0_3,B4,1173,23,2,0,2345.77,2150,13,Sample,35,6,0.00008,3,
20230712,Blank,C4,1173,23,NA,Blank,,,13,Blank,35,6,0.00008,NA,
20230712,P6_100_3,D4,1173,23,6,100,1862.56,3200,13,Sample,35,6,0.00008,3,
20230712,P1_0_3,A5,1173,23,1,0,2345.77,2150,13,Sample,35,6,0.00008,3,
20230712,Blank,B5,1173,23,NA,Blank,,,13,Blank,35,6,0.00008,NA,
20230712,P4_100_3,C5,1173,23,4,100,1862.56,3200,13,Sample,35,6,0.00008,3,
20230712,P6_75_2,D5,1173,23,6,75,1948.59,2937.5,13,Sample,35,6,0.00008,2,
20230712,Blank,A6,1173,23,NA,Blank,,,13,Blank,35,6,0.00008,NA,
20230712,P2_75_2,B6,1173,23,2,75,1948.59,2937.5,13,Sample,35,6,0.00008,2,
20230712,P3_75_3,C6,1173,23,3,75,1948.59,2937.5,13,Sample,35,6,0.00008,3,
20230712,P6_50_2,D6,1173,23,6,50,2395.25,2675,13,Sample,35,6,0.00008,2,
20230712,P1_100_5,A1,583,23,1,100,1862.56,3200,13,Sample,35,7,0.00008,5,
20230712,P2_100_5,B1,583,23,2,100,1862.56,3200,13,Sample,35,7,0.00008,5,
20230712,P4_50_5,C1,583,23,4,50,2395.25,2675,13,Sample,35,7,0.00008,5,
20230712,P6_25_5,D1,583,23,6,25,2617.11,2412.5,13,Sample,35,7,0.00008,5,
20230712,P1_75_5,A2,583,23,1,75,1948.59,2937.5,13,Sample,35,7,0.00008,5,
20230712,P2_50_5,B2,583,23,2,50,2395.25,2675,13,Sample,35,7,0.00008,5,
20230712,P3_25_5,C2,583,23,3,25,2617.11,2412.5,13,Sample,35,7,0.00008,5,
20230712,P6_0_5,D2,583,23,6,0,2345.77,2150,13,Sample,35,7,0.00008,5,
20230712,P1_50_5,A3,583,23,1,50,2395.25,2675,13,Sample,35,7,0.00008,5,
20230712,P2_25_5,B3,583,23,2,25,2617.11,2412.5,13,Sample,35,7,0.00008,5,
20230712,P3_0_5,C3,583,23,3,0,2345.77,2150,13,Sample,35,7,0.00008,5,
20230712,Blank,D3,583,23,NA,Blank,,,13,Blank,35,7,0.00008,NA,
20230712,P1_25_4,A4,583,23,1,25,2617.11,2412.5,13,Sample,35,7,0.00008,4,
20230712,P2_0_5,B4,583,23,2,0,2345.77,2150,13,Sample,35,7,0.00008,5,
20230712,Blank,C4,583,23,NA,Blank,,,13,Blank,35,7,0.00008,NA,
20230712,P6_100_5,D4,583,23,6,100,1862.56,3200,13,Sample,35,7,0.00008,5,
20230712,P1_0_5,A5,583,23,1,0,2345.77,2150,13,Sample,35,7,0.00008,5,
20230712,Blank,B5,583,23,NA,Blank,,,13,Blank,35,7,0.00008,NA,
20230712,P4_100_5,C5,583,23,4,100,1862.56,3200,13,Sample,35,7,0.00008,5,
20230712,P6_75_5,D5,583,23,6,75,1948.59,2937.5,13,Sample,35,7,0.00008,5,
20230712,Blank,A6,583,23,NA,Blank,,,13,Blank,35,7,0.00008,NA,
20230712,P2_75_5,B6,583,23,2,75,1948.59,2937.5,13,Sample,35,7,0.00008,5,
20230712,P3_75_5,C6,583,23,3,75,1948.59,2937.5,13,Sample,35,7,0.00008,5,
20230712,P6_50_5,D6,583,23,6,50,2395.25,2675,13,Sample,35,7,0.00008,5,
20230712,P1_100_3,A1,1173,23,1,100,1862.56,3200,13,Sample,35,8,0.00008,3,
20230712,P2_100_3,B1,1173,23,2,100,1862.56,3200,13,Sample,35,8,0.00008,3,
20230712,P4_50_2,C1,1173,23,4,50,2395.25,2675,13,Sample,35,8,0.00008,2,
20230712,P6_25_3,D1,1173,23,6,25,2617.11,2412.5,13,Sample,35,8,0.00008,3,
20230712,P1_75_2,A2,1173,23,1,75,1948.59,2937.5,13,Sample,35,8,0.00008,2,
20230712,P2_50_2,B2,1173,23,2,50,2395.25,2675,13,Sample,35,8,0.00008,2,
20230712,P3_25_3,C2,1173,23,3,25,2617.11,2412.5,13,Sample,35,8,0.00008,3,
20230712,P6_0_3,D2,1173,23,6,0,2345.77,2150,13,Sample,35,8,0.00008,3,
20230712,P1_50_3,A3,1173,23,1,50,2395.25,2675,13,Sample,35,8,0.00008,3,
20230712,P2_25_2,B3,1173,23,2,25,2617.11,2412.5,13,Sample,35,8,0.00008,2,
20230712,P3_0_3,C3,1173,23,3,0,2345.77,2150,13,Sample,35,8,0.00008,3,
20230712,Blank,D3,1173,23,NA,Blank,,,13,Blank,35,8,0.00008,NA,
20230712,P1_25_2,A4,1173,23,1,25,2617.11,2412.5,13,Sample,35,8,0.00008,2,
20230712,P2_0_3,B4,1173,23,2,0,2345.77,2150,13,Sample,35,8,0.00008,3,
20230712,Blank,C4,1173,23,NA,Blank,,,13,Blank,35,8,0.00008,NA,
20230712,P6_100_3,D4,1173,23,6,100,1862.56,3200,13,Sample,35,8,0.00008,3,
20230712,P1_0_3,A5,1173,23,1,0,2345.77,2150,13,Sample,35,8,0.00008,3,
20230712,Blank,B5,1173,23,NA,Blank,,,13,Blank,35,8,0.00008,NA,
20230712,P4_100_3,C5,1173,23,4,100,1862.56,3200,13,Sample,35,8,0.00008,3,
20230712,P6_75_2,D5,1173,23,6,75,1948.59,2937.5,13,Sample,35,8,0.00008,2,
20230712,Blank,A6,1173,23,NA,Blank,,,13,Blank,35,8,0.00008,NA,
20230712,P2_75_2,B6,1173,23,2,75,1948.59,2937.5,13,Sample,35,8,0.00008,2,
20230712,P3_75_3,C6,1173,23,3,75,1948.59,2937.5,13,Sample,35,8,0.00008,3,
20230712,P6_50_2,D6,1173,23,6,50,2395.25,2675,13,Sample,35,8,0.00008,2,